Pais,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
 Equatorial Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40222222222222226,0.4077777777777778,0.41333333333333333,0.4161111111111111,0.42166666666666663,0.43000000000000005,0.43000000000000005,0.4327777777777778,0.4327777777777778,0.4388888888888889,0.4388888888888889,0.4388888888888889,0.4388888888888889,0.4388888888888889,0.4388888888888889,0.4388888888888889,0.4388888888888889,0.4422222222222222,0.4422222222222222,0.46611111111111114
 Eritrea,0.0,0.0,0.0,0.0,0.0,0.10555555555555556,0.10555555555555556,0.10277777777777779,0.10555555555555556,0.11666666666666667,0.13055555555555556,0.13055555555555556,0.14166666666666666,0.1388888888888889,0.1611111111111111,0.27055555555555555,0.27055555555555555,0.2711111111111111,0.2711111111111111,0.27944444444444444,0.28,0.27166666666666667,0.27166666666666667,0.2744444444444445,0.2911111111111111,0.28,0.28,0.2688888888888889,0.2688888888888889,0.2688888888888889
 Estonia,0.6738888888888889,0.675,0.6822222222222223,0.6777777777777778,0.6905555555555556,0.7083333333333333,0.7233333333333333,0.7472222222222222,0.7677777777777777,0.7833333333333334,0.8066666666666666,0.8211111111111111,0.8300000000000001,0.8327777777777778,0.8416666666666667,0.8505555555555555,0.8538888888888889,0.8538888888888889,0.8572222222222223,0.8633333333333333,0.8722222222222222,0.875,0.875,0.8755555555555554,0.8699999999999999,0.8772222222222222,0.883888888888889,0.8805555555555555,0.883888888888889,0.8811111111111111
 Eswatini (Kingdom of),0.4066666666666667,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.4127777777777778,0.4066666666666667,0.4066666666666667,0.40055555555555555,0.39722222222222225,0.3938888888888889,0.38833333333333336,0.3788888888888889,0.37277777777777776,0.37444444444444447,0.4027777777777778,0.42500000000000004,0.4588888888888889,0.47111111111111115,0.4800000000000001,0.4922222222222222,0.5011111111111111,0.5077777777777778,0.5144444444444445,0.5211111111111111,0.5305555555555556,0.5338888888888889,0.54,0.5427777777777778,0.5549999999999999,0.5577777777777778
 Ethiopia,0.08611111111111111,0.07777777777777778,0.07222222222222223,0.06666666666666667,0.06388888888888888,0.06944444444444445,0.08055555555555555,0.08888888888888889,0.1,0.10833333333333334,0.16944444444444445,0.18944444444444447,0.20111111111111113,0.2066666666666667,0.2211111111111111,0.24666666666666665,0.2638888888888889,0.2777777777777778,0.29833333333333334,0.30166666666666664,0.3044444444444444,0.3105555555555556,0.31333333333333335,0.3194444444444444,0.3222222222222222,0.3283333333333333,0.3288888888888889,0.3322222222222222,0.33499999999999996,0.34111111111111114
 Fiji,0.616111111111111,0.6372222222222221,0.6466666666666667,0.6566666666666666,0.6694444444444444,0.6822222222222223,0.685,0.6816666666666666,0.6844444444444444,0.6838888888888889,0.6866666666666666,0.6861111111111111,0.6827777777777778,0.6822222222222223,0.6961111111111111,0.6983333333333333,0.7044444444444444,0.7127777777777777,0.7133333333333334,0.7222222222222222,0.7255555555555555,0.7294444444444446,0.7394444444444445,0.7433333333333334,0.75,0.7627777777777778,0.76,0.76,0.7633333333333334,0.7633333333333334
 Finland,0.6666666666666667,0.6788888888888889,0.7022222222222223,0.715,0.73,0.7394444444444445,0.7516666666666667,0.7633333333333334,0.775,0.7872222222222223,0.8016666666666666,0.8133333333333334,0.8194444444444444,0.8283333333333334,0.8916666666666667,0.8944444444444444,0.8977777777777778,0.895,0.8955555555555554,0.8933333333333333,0.8961111111111111,0.9022222222222223,0.9022222222222223,0.9627777777777777,0.9561111111111111,0.9594444444444443,0.9594444444444443,0.9627777777777777,0.9627777777777777,0.9655555555555555
 France,0.6311111111111111,0.6527777777777778,0.6683333333333333,0.6811111111111111,0.7133333333333334,0.7294444444444445,0.7388888888888889,0.7427777777777778,0.7466666666666667,0.7533333333333334,0.7405555555555556,0.7472222222222222,0.7422222222222222,0.7483333333333333,0.7488888888888889,0.768888888888889,0.7755555555555556,0.7761111111111111,0.7761111111111111,0.7766666666666667,0.7827777777777778,0.7855555555555556,0.7916666666666667,0.8011111111111111,0.8105555555555556,0.8111111111111111,0.8105555555555556,0.8105555555555556,0.8105555555555556,0.8166666666666667
 Gabon,0.47111111111111115,0.4805555555555555,0.4872222222222222,0.4966666666666667,0.5,0.5066666666666666,0.5161111111111111,0.5227777777777778,0.5322222222222222,0.5388888888888889,0.5483333333333333,0.5516666666666666,0.5583333333333333,0.5616666666666666,0.5711111111111111,0.5744444444444444,0.5777777777777777,0.5844444444444444,0.5877777777777777,0.5938888888888889,0.6005555555555555,0.6038888888888889,0.6072222222222222,0.6133333333333333,0.6166666666666667,0.6227777777777777,0.6288888888888888,0.6322222222222222,0.6383333333333334,0.6511111111111111
 Gambia,0.18166666666666667,0.19111111111111112,0.19444444444444448,0.20055555555555557,0.2038888888888889,0.21000000000000002,0.21833333333333332,0.22722222222222221,0.23555555555555555,0.24722222222222223,0.25555555555555554,0.2644444444444445,0.2727777777777778,0.28444444444444444,0.29333333333333333,0.305,0.31666666666666665,0.3222222222222222,0.33111111111111113,0.3344444444444445,0.33499999999999996,0.33666666666666667,0.34555555555555556,0.3577777777777778,0.36111111111111116,0.3666666666666667,0.37222222222222223,0.3816666666666667,0.39055555555555554,0.405
 Georgia,0.34444444444444444,0.34444444444444444,0.3333333333333333,0.3222222222222222,0.3138888888888889,0.3027777777777778,0.3027777777777778,0.3111111111111111,0.3138888888888889,0.31666666666666665,0.7149999999999999,0.7211111111111111,0.7244444444444444,0.7333333333333334,0.7388888888888889,0.7533333333333333,0.7505555555555555,0.7672222222222222,0.7622222222222221,0.7761111111111111,0.7761111111111111,0.7788888888888889,0.7916666666666667,0.8061111111111111,0.8144444444444444,0.8316666666666666,0.835,0.8433333333333334,0.8516666666666668,0.8616666666666667
 Germany,0.6933333333333334,0.7050000000000001,0.7144444444444444,0.7405555555555556,0.75,0.7594444444444444,0.7655555555555555,0.7749999999999999,0.7938888888888889,0.81,0.8233333333333333,0.8427777777777777,0.856111111111111,0.8722222222222222,0.8922222222222221,0.8916666666666666,0.9111111111111112,0.9144444444444444,0.9205555555555556,0.9205555555555556,0.9266666666666667,0.9294444444444444,0.9327777777777777,0.9299999999999999,0.9305555555555556,0.9338888888888888,0.9366666666666666,0.9394444444444443,0.9422222222222222,0.9455555555555555
 Ghana,0.37444444444444447,0.38111111111111107,0.3844444444444445,0.39388888888888896,0.39722222222222225,0.4038888888888889,0.40722222222222226,0.40722222222222226,0.41055555555555556,0.4138888888888889,0.4255555555555555,0.4177777777777778,0.4261111111111111,0.42388888888888887,0.43833333333333335,0.45499999999999996,0.46944444444444444,0.48888888888888893,0.508888888888889,0.515,0.5261111111111112,0.5322222222222223,0.5294444444444445,0.5383333333333333,0.5438888888888889,0.5383333333333333,0.5588888888888889,0.5561111111111111,0.5594444444444444,0.5627777777777777
 Greece,0.6077777777777778,0.6216666666666667,0.6222222222222222,0.6199999999999999,0.6255555555555555,0.6261111111111111,0.635,0.6377777777777778,0.6577777777777778,0.6583333333333333,0.6727777777777778,0.6905555555555556,0.7144444444444444,0.7238888888888889,0.7422222222222222,0.7683333333333333,0.7744444444444445,0.7638888888888888,0.7866666666666666,0.7922222222222222,0.7933333333333333,0.7961111111111112,0.8044444444444445,0.8105555555555555,0.8305555555555555,0.8338888888888889,0.8238888888888889,0.8305555555555555,0.8305555555555555,0.8505555555555555
 Grenada,0.35,0.35555555555555557,0.3611111111111111,0.3638888888888889,0.36944444444444446,0.375,0.37777777777777777,0.38333333333333336,0.3888888888888889,0.39166666666666666,0.39722222222222225,0.4,0.6522222222222223,0.6644444444444444,0.6705555555555556,0.6794444444444445,0.6883333333333335,0.6944444444444444,0.7033333333333334,0.7122222222222222,0.7183333333333333,0.7272222222222222,0.73,0.7388888888888888,0.7477777777777779,0.7538888888888888,0.7594444444444444,0.7511111111111111,0.7544444444444445,0.7694444444444444
 Guatemala,0.28388888888888886,0.29,0.2961111111111111,0.29888888888888887,0.305,0.3111111111111111,0.3194444444444444,0.33111111111111113,0.33944444444444444,0.34777777777777774,0.35944444444444446,0.3711111111111111,0.37666666666666665,0.3816666666666667,0.38666666666666666,0.38888888888888895,0.4038888888888889,0.41555555555555557,0.4222222222222223,0.4316666666666667,0.43500000000000005,0.4444444444444444,0.45055555555555554,0.45111111111111113,0.5105555555555555,0.5133333333333334,0.5105555555555555,0.5111111111111111,0.5111111111111111,0.52
 Guinea,0.12055555555555555,0.12333333333333332,0.12611111111111112,0.13222222222222224,0.13777777777777778,0.14055555555555554,0.14944444444444444,0.15777777777777777,0.1688888888888889,0.18,0.19166666666666665,0.20277777777777778,0.2138888888888889,0.19166666666666665,0.23666666666666666,0.25055555555555553,0.2644444444444444,0.2727777777777778,0.2811111111111111,0.2783333333333333,0.2866666666666667,0.3083333333333333,0.32166666666666666,0.3338888888888889,0.33944444444444444,0.34555555555555556,0.34555555555555556,0.3483333333333334,0.3483333333333334,0.35444444444444445
 Guinea-Bissau,0.10277777777777779,0.1111111111111111,0.11944444444444444,0.12777777777777777,0.13611111111111113,0.14444444444444446,0.1527777777777778,0.1611111111111111,0.16944444444444443,0.17777777777777778,0.18611111111111112,0.19722222222222222,0.20555555555555557,0.2138888888888889,0.2222222222222222,0.31277777777777777,0.32666666666666666,0.3322222222222222,0.3438888888888889,0.35277777777777775,0.3616666666666667,0.3705555555555556,0.3794444444444445,0.38222222222222224,0.39277777777777784,0.3983333333333334,0.40166666666666667,0.40166666666666667,0.40166666666666667,0.41444444444444445
 Guyana,0.5072222222222222,0.5133333333333333,0.5194444444444445,0.5222222222222223,0.5255555555555556,0.5316666666666667,0.5377777777777778,0.5438888888888889,0.55,0.5561111111111111,0.5594444444444444,0.5655555555555556,0.5683333333333334,0.5516666666666667,0.5633333333333335,0.568888888888889,0.5633333333333335,0.5611111111111111,0.5638888888888889,0.5638888888888889,0.5727777777777778,0.59,0.5933333333333333,0.5933333333333333,0.5966666666666667,0.5966666666666667,0.5994444444444444,0.6027777777777777,0.6027777777777777,0.6
 Haiti,0.29000000000000004,0.29333333333333333,0.29944444444444446,0.3055555555555556,0.31166666666666665,0.315,0.3211111111111111,0.32722222222222225,0.33333333333333337,0.33666666666666667,0.3461111111111111,0.3522222222222222,0.3583333333333333,0.36166666666666664,0.36777777777777776,0.37388888888888894,0.38,0.3833333333333333,0.3894444444444444,0.39555555555555555,0.3983333333333333,0.40722222222222226,0.41055555555555556,0.41666666666666663,0.4261111111111111,0.4294444444444444,0.4355555555555556,0.4438888888888889,0.45055555555555554,0.4561111111111111
 Honduras,0.3555555555555555,0.3555555555555555,0.36166666666666664,0.3677777777777778,0.3738888888888889,0.3827777777777778,0.38833333333333336,0.3944444444444445,0.4033333333333333,0.41222222222222227,0.41833333333333333,0.4272222222222222,0.4361111111111111,0.44222222222222224,0.4477777777777778,0.4566666666666667,0.46277777777777784,0.475,0.46166666666666667,0.4677777777777778,0.4772222222222222,0.4811111111111111,0.4722222222222222,0.4738888888888889,0.4816666666666667,0.47944444444444445,0.4916666666666667,0.495,0.5005555555555555,0.5005555555555555
" Hong Kong, China (SAR)",0.6422222222222222,0.645,0.6477777777777778,0.6566666666666666,0.6594444444444445,0.6655555555555556,0.6711111111111111,0.6738888888888889,0.6794444444444445,0.6822222222222223,0.685,0.7005555555555556,0.7166666666666667,0.7294444444444446,0.7483333333333333,0.7611111111111111,0.7805555555555556,0.7827777777777778,0.798888888888889,0.8077777777777778,0.8083333333333333,0.8077777777777778,0.8255555555555556,0.8283333333333334,0.8438888888888889,0.8494444444444444,0.8616666666666666,0.865,0.8711111111111112,0.8794444444444445
 Hungary,0.5983333333333334,0.6083333333333334,0.6211111111111112,0.6538888888888889,0.6833333333333333,0.6988888888888889,0.71,0.7072222222222222,0.7155555555555556,0.7261111111111112,0.7344444444444445,0.7488888888888889,0.7572222222222222,0.775,0.77,0.7788888888888889,0.795,0.8016666666666667,0.8083333333333333,0.8255555555555556,0.8316666666666667,0.8122222222222222,0.8155555555555556,0.8333333333333334,0.8211111111111111,0.8211111111111111,0.8155555555555556,0.8161111111111111,0.8188888888888889,0.8222222222222222
 Iceland,0.6777777777777778,0.7116666666666667,0.72,0.7205555555555556,0.7294444444444445,0.7355555555555555,0.7416666666666667,0.7561111111111112,0.7733333333333333,0.7766666666666666,0.7883333333333333,0.7977777777777777,0.8122222222222222,0.835,0.8272222222222222,0.8388888888888888,0.8483333333333333,0.8488888888888889,0.8577777777777778,0.8583333333333333,0.8672222222222221,0.8805555555555555,0.9055555555555557,0.9383333333333332,0.9511111111111111,0.9427777777777777,0.9494444444444444,0.9466666666666667,0.9472222222222222,0.9572222222222222
 India,0.3111111111111111,0.31722222222222224,0.32611111111111113,0.3322222222222222,0.3383333333333333,0.34444444444444444,0.3511111111111111,0.35777777777777775,0.36388888888888893,0.3705555555555556,0.37722222222222224,0.3833333333333333,0.3922222222222222,0.4122222222222222,0.4177777777777778,0.4294444444444444,0.43833333333333335,0.44999999999999996,0.465,0.4655555555555556,0.4800000000000001,0.4905555555555555,0.5027777777777778,0.5155555555555555,0.5305555555555556,0.54,0.5438888888888889,0.5583333333333333,0.5555555555555556,0.5555555555555556
 Indonesia,0.39055555555555554,0.3916666666666667,0.3955555555555556,0.39944444444444444,0.4083333333333333,0.42055555555555557,0.44,0.465,0.48444444444444446,0.5038888888888888,0.5177777777777778,0.5244444444444445,0.5333333333333334,0.5455555555555556,0.5516666666666666,0.5494444444444445,0.568888888888889,0.5588888888888889,0.5588888888888889,0.58,0.5855555555555555,0.6005555555555555,0.6088888888888888,0.6155555555555556,0.6155555555555556,0.6216666666666667,0.6327777777777779,0.6388888888888888,0.6416666666666666,0.6511111111111111
 Iran (Islamic Republic of),0.39555555555555555,0.41333333333333333,0.4311111111111111,0.4461111111111111,0.4672222222222222,0.485,0.49444444444444446,0.5033333333333333,0.5127777777777778,0.5222222222222221,0.5288888888888889,0.5438888888888889,0.5444444444444445,0.5511111111111111,0.5466666666666666,0.55,0.6311111111111112,0.6327777777777778,0.6394444444444445,0.6516666666666666,0.6638888888888889,0.6844444444444444,0.7305555555555556,0.7377777777777779,0.7377777777777779,0.7383333333333333,0.7472222222222222,0.7472222222222222,0.7511111111111111,0.7544444444444445
 Iraq,0.37333333333333335,0.37722222222222224,0.3811111111111111,0.385,0.38888888888888884,0.3927777777777778,0.39055555555555554,0.3944444444444445,0.3983333333333333,0.40222222222222226,0.4083333333333333,0.4261111111111111,0.4411111111111111,0.4555555555555556,0.47055555555555556,0.4766666666666667,0.48,0.48944444444444446,0.4927777777777778,0.49888888888888894,0.5022222222222222,0.5116666666666667,0.5061111111111112,0.5005555555555555,0.5005555555555555,0.5072222222222222,0.5105555555555555,0.538888888888889,0.5516666666666666,0.5572222222222222
 Ireland,0.6594444444444444,0.6661111111111111,0.675,0.6922222222222223,0.7044444444444444,0.7105555555555556,0.7138888888888888,0.7227777777777777,0.7983333333333333,0.81,0.8155555555555556,0.8277777777777777,0.84,0.8522222222222222,0.8644444444444443,0.8677777777777778,0.8655555555555556,0.8688888888888888,0.8805555555555555,0.8755555555555555,0.856111111111111,0.8605555555555555,0.8766666666666667,0.8905555555555555,0.9155555555555556,0.9294444444444444,0.9388888888888889,0.9388888888888889,0.9388888888888889,0.9427777777777777
 Israel,0.7127777777777777,0.7305555555555555,0.7394444444444445,0.7516666666666667,0.755,0.7644444444444445,0.7705555555555554,0.7877777777777778,0.8016666666666667,0.8188888888888889,0.8194444444444444,0.8283333333333334,0.8477777777777777,0.8483333333333333,0.8455555555555555,0.8461111111111111,0.8394444444444444,0.8555555555555556,0.8533333333333333,0.856111111111111,0.8588888888888888,0.8705555555555555,0.8738888888888889,0.8738888888888889,0.8772222222222222,0.8799999999999999,0.8833333333333333,0.8805555555555555,0.8833333333333333,0.8833333333333333
 Italy,0.5988888888888889,0.6077777777777778,0.6194444444444445,0.6316666666666666,0.6461111111111111,0.655,0.6672222222222222,0.6788888888888889,0.685,0.6911111111111112,0.7005555555555556,0.7122222222222222,0.7211111111111111,0.73,0.7422222222222222,0.7483333333333333,0.7572222222222222,0.7633333333333333,0.7694444444444444,0.7727777777777778,0.7788888888888887,0.7877777777777779,0.7883333333333333,0.7861111111111111,0.7866666666666666,0.7838888888888889,0.7844444444444444,0.7844444444444444,0.7905555555555557,0.7938888888888889
 Jamaica,0.5077777777777778,0.5133333333333333,0.52,0.5233333333333333,0.53,0.5366666666666666,0.54,0.5466666666666666,0.55,0.5566666666666666,0.5461111111111111,0.575,0.5872222222222222,0.5683333333333334,0.6111111111111112,0.6172222222222221,0.6238888888888889,0.643888888888889,0.6977777777777778,0.6961111111111111,0.6911111111111111,0.6916666666666667,0.6866666666666668,0.6816666666666666,0.6827777777777778,0.6861111111111111,0.6872222222222222,0.6905555555555556,0.6905555555555556,0.6872222222222222
 Japan,0.6894444444444445,0.6955555555555555,0.7016666666666667,0.7166666666666667,0.7283333333333333,0.7344444444444445,0.7405555555555556,0.7466666666666667,0.7416666666666667,0.745,0.7538888888888888,0.7572222222222222,0.7633333333333334,0.7694444444444444,0.7755555555555556,0.7788888888888889,0.7844444444444445,0.7877777777777779,0.7911111111111111,0.7938888888888889,0.8,0.8155555555555556,0.8222222222222222,0.8288888888888888,0.8388888888888889,0.8388888888888889,0.8455555555555555,0.8488888888888889,0.8488888888888889,0.8488888888888889
 Jordan,0.49499999999999994,0.5272222222222223,0.5627777777777777,0.5866666666666667,0.6138888888888889,0.6461111111111111,0.6488888888888888,0.655,0.6577777777777778,0.6666666666666666,0.6694444444444444,0.6811111111111111,0.6644444444444444,0.6761111111111111,0.6816666666666666,0.7038888888888888,0.7044444444444444,0.7044444444444444,0.7044444444444444,0.6966666666666667,0.6822222222222223,0.6799999999999999,0.6855555555555556,0.6716666666666666,0.6727777777777777,0.673888888888889,0.6716666666666666,0.6633333333333333,0.6666666666666666,0.6666666666666666
 Kazakhstan,0.6144444444444443,0.6183333333333334,0.625,0.6294444444444445,0.6333333333333333,0.6433333333333333,0.6499999999999999,0.6627777777777778,0.6694444444444444,0.6761111111111111,0.6916666666666667,0.7094444444444443,0.7305555555555555,0.7483333333333333,0.7694444444444445,0.7872222222222223,0.7955555555555556,0.7922222222222222,0.788888888888889,0.7861111111111112,0.78,0.7916666666666667,0.8,0.8005555555555556,0.8066666666666666,0.8066666666666666,0.8066666666666666,0.8183333333333334,0.8211111111111111,0.8300000000000001
 Kenya,0.3761111111111111,0.38,0.38055555555555554,0.38722222222222225,0.39111111111111113,0.3916666666666666,0.39555555555555555,0.39888888888888885,0.4027777777777778,0.4033333333333333,0.40722222222222226,0.4161111111111111,0.4111111111111111,0.4338888888888889,0.45111111111111113,0.45444444444444443,0.4772222222222222,0.47500000000000003,0.48333333333333334,0.495,0.5005555555555555,0.5094444444444445,0.515,0.5238888888888888,0.5294444444444444,0.5349999999999999,0.5355555555555556,0.5361111111111111,0.5366666666666666,0.5338888888888889
 Kiribati,0.2888888888888889,0.30000000000000004,0.3055555555555556,0.3055555555555556,0.3055555555555556,0.3027777777777778,0.3055555555555556,0.2972222222222222,0.28611111111111115,0.2777777777777778,0.5155555555555555,0.5549999999999999,0.5555555555555556,0.5811111111111111,0.5788888888888889,0.5794444444444444,0.5744444444444444,0.5722222222222222,0.5838888888888889,0.5905555555555555,0.5938888888888889,0.5938888888888889,0.5938888888888889,0.5966666666666667,0.5966666666666667,0.5827777777777778,0.5911111111111111,0.5911111111111111,0.5911111111111111,0.5944444444444444
 Korea (Republic of),0.6744444444444444,0.6872222222222222,0.6938888888888889,0.7061111111111111,0.7211111111111111,0.7361111111111112,0.7505555555555556,0.7705555555555555,0.768888888888889,0.7777777777777778,0.7866666666666666,0.7927777777777778,0.7994444444444444,0.8083333333333333,0.8205555555555555,0.8327777777777778,0.8355555555555555,0.8444444444444446,0.8505555555555555,0.84,0.8533333333333333,0.8627777777777778,0.866111111111111,0.8638888888888889,0.8644444444444445,0.8644444444444445,0.8677777777777778,0.865,0.865,0.865
 Kuwait,0.47777777777777775,0.4277777777777778,0.38388888888888884,0.41777777777777775,0.46222222222222226,0.5155555555555555,0.5661111111111111,0.5722222222222222,0.5833333333333334,0.595,0.5955555555555556,0.5927777777777778,0.595,0.6033333333333333,0.5977777777777777,0.585,0.5927777777777778,0.5933333333333334,0.5944444444444444,0.595,0.5988888888888889,0.6,0.6072222222222222,0.6011111111111112,0.6105555555555555,0.6227777777777778,0.6288888888888889,0.635,0.6377777777777778,0.6377777777777778
 Kyrgyzstan,0.62,0.6177777777777778,0.6155555555555555,0.6105555555555555,0.6000000000000001,0.5977777777777777,0.6011111111111112,0.6105555555555555,0.625,0.6461111111111111,0.6544444444444445,0.6688888888888889,0.675,0.6833333333333333,0.6838888888888889,0.69,0.6927777777777777,0.6961111111111111,0.6877777777777778,0.6938888888888889,0.6977777777777778,0.6950000000000001,0.7094444444444443,0.7094444444444443,0.7183333333333334,0.7244444444444444,0.7244444444444444,0.7244444444444444,0.7244444444444444,0.731111111111111
 Lao People's Democratic Republic,0.28944444444444445,0.2927777777777778,0.29888888888888887,0.305,0.31666666666666665,0.3088888888888889,0.3255555555555556,0.33722222222222226,0.3461111111111111,0.34888888888888886,0.3522222222222222,0.3555555555555555,0.36388888888888893,0.37555555555555553,0.38166666666666665,0.39,0.3961111111111111,0.4022222222222222,0.4077777777777778,0.4194444444444444,0.4311111111111111,0.4488888888888889,0.45833333333333337,0.46166666666666667,0.4666666666666667,0.47833333333333333,0.48444444444444446,0.48444444444444446,0.4788888888888889,0.4822222222222222
 Latvia,0.606111111111111,0.61,0.6144444444444443,0.6105555555555555,0.6088888888888888,0.6188888888888888,0.6305555555555555,0.645,0.665,0.6911111111111111,0.7083333333333333,0.7416666666666667,0.77,0.7955555555555556,0.8205555555555555,0.8394444444444444,0.8455555555555555,0.8516666666666667,0.8566666666666666,0.8516666666666667,0.8500000000000001,0.8477777777777777,0.8422222222222222,0.8511111111111112,0.8588888888888888,0.8655555555555556,0.8688888888888888,0.8777777777777778,0.8833333333333333,0.8833333333333333
 Lebanon,0.32499999999999996,0.33055555555555555,0.3333333333333333,0.33888888888888885,0.34444444444444444,0.3472222222222222,0.35277777777777775,0.37222222222222223,0.39444444444444443,0.4138888888888889,0.4166666666666667,0.4222222222222222,0.41111111111111115,0.39444444444444443,0.38055555555555554,0.6166666666666667,0.6116666666666666,0.6238888888888889,0.6266666666666667,0.6327777777777779,0.63,0.6361111111111111,0.6172222222222221,0.6183333333333334,0.5994444444444444,0.5916666666666667,0.5866666666666667,0.6038888888888889,0.6038888888888889,0.6038888888888889
 Lesotho,0.41333333333333333,0.4194444444444444,0.4194444444444444,0.4111111111111111,0.4255555555555556,0.42833333333333334,0.42888888888888893,0.42888888888888893,0.4294444444444444,0.42666666666666664,0.44944444444444454,0.4555555555555556,0.46166666666666667,0.4672222222222222,0.47055555555555556,0.4738888888888889,0.47444444444444445,0.4805555555555555,0.4800000000000001,0.49944444444444447,0.4922222222222222,0.49888888888888894,0.505,0.5111111111111111,0.5144444444444445,0.5144444444444445,0.5211111111111111,0.5238888888888888,0.5272222222222223,0.5305555555555556
 Liberia,0.08666666666666667,0.09000000000000001,0.09333333333333332,0.09666666666666666,0.1,0.10333333333333333,0.10666666666666667,0.10666666666666667,0.11,0.355,0.4083333333333333,0.40555555555555556,0.40611111111111114,0.4066666666666667,0.4038888888888889,0.40444444444444444,0.40166666666666667,0.40222222222222226,0.4027777777777778,0.4,0.40055555555555555,0.42888888888888893,0.41555555555555557,0.4216666666666667,0.4188888888888889,0.41333333333333333,0.41666666666666663,0.42333333333333334,0.42333333333333334,0.42666666666666664
 Libya,0.5155555555555555,0.5277777777777778,0.5372222222222223,0.5461111111111111,0.5583333333333333,0.5677777777777778,0.5800000000000001,0.5888888888888889,0.5983333333333334,0.6105555555555556,0.6227777777777778,0.6322222222222222,0.6411111111111111,0.645,0.6461111111111111,0.6411111111111112,0.6394444444444445,0.6377777777777778,0.6388888888888888,0.633888888888889,0.6322222222222222,0.6238888888888888,0.6155555555555555,0.6127777777777778,0.61,0.6044444444444445,0.6016666666666667,0.6088888888888888,0.6088888888888888,0.6116666666666666
 Liechtenstein,0.30666666666666664,0.30666666666666664,0.30666666666666664,0.31,0.31,0.31,0.31666666666666665,0.3233333333333333,0.33,0.33666666666666667,0.715,0.7272222222222222,0.7388888888888889,0.7511111111111111,0.7627777777777778,0.7694444444444444,0.7761111111111111,0.78,0.7983333333333333,0.7961111111111112,0.8061111111111111,0.8177777777777777,0.8266666666666667,0.8244444444444445,0.8188888888888889,0.8188888888888889,0.825,0.825,0.8305555555555556,0.8305555555555556
 Lithuania,0.6555555555555556,0.6566666666666666,0.6522222222222223,0.6444444444444444,0.6511111111111111,0.6633333333333333,0.6777777777777778,0.6983333333333333,0.7188888888888889,0.7394444444444445,0.7566666666666666,0.78,0.7977777777777778,0.8183333333333334,0.8277777777777777,0.8488888888888888,0.8638888888888889,0.8672222222222221,0.8705555555555555,0.8500000000000001,0.8533333333333333,0.8627777777777778,0.8538888888888888,0.8577777777777778,0.8783333333333333,0.885,0.8883333333333333,0.8916666666666666,0.8916666666666666,0.8977777777777778
 Luxembourg,0.6016666666666667,0.6105555555555555,0.6166666666666667,0.6255555555555555,0.6344444444444444,0.6377777777777778,0.6583333333333333,0.6677777777777778,0.6827777777777777,0.7116666666666667,0.7155555555555556,0.725,0.7344444444444445,0.7383333333333333,0.745,0.7516666666666667,0.7583333333333333,0.7649999999999999,0.7649999999999999,0.7738888888888888,0.7794444444444445,0.7794444444444445,0.7794444444444445,0.7794444444444445,0.7861111111111112,0.788888888888889,0.7977777777777777,0.8011111111111111,0.8011111111111111,0.8072222222222223
 Madagascar,0.17777777777777778,0.18333333333333332,0.18611111111111112,0.19166666666666668,0.19722222222222222,0.20277777777777778,0.20833333333333334,0.2111111111111111,0.21666666666666667,0.2222222222222222,0.4011111111111111,0.4038888888888889,0.4127777777777778,0.42166666666666663,0.4305555555555556,0.4394444444444444,0.44555555555555554,0.45444444444444443,0.46611111111111114,0.48,0.48333333333333334,0.48388888888888887,0.48944444444444446,0.4922222222222222,0.4922222222222222,0.49777777777777776,0.4922222222222222,0.4922222222222222,0.48944444444444446,0.48666666666666664
 Malawi,0.23333333333333334,0.23888888888888887,0.2727777777777778,0.2811111111111111,0.29000000000000004,0.3844444444444445,0.38222222222222224,0.385,0.39111111111111113,0.3944444444444445,0.375,0.38666666666666666,0.39,0.3877777777777778,0.3738888888888889,0.37444444444444447,0.3811111111111111,0.385,0.405,0.42,0.4294444444444445,0.4322222222222223,0.43500000000000005,0.4494444444444445,0.455,0.455,0.45277777777777783,0.4555555555555556,0.46166666666666667,0.4677777777777778
 Malaysia,0.4861111111111111,0.49833333333333335,0.5105555555555555,0.5172222222222222,0.5272222222222223,0.5366666666666666,0.5572222222222223,0.575,0.5927777777777777,0.6022222222222222,0.6172222222222222,0.6133333333333333,0.6094444444444445,0.6194444444444445,0.6183333333333334,0.606111111111111,0.615,0.6405555555555555,0.6633333333333333,0.6755555555555556,0.6877777777777778,0.6950000000000001,0.6950000000000001,0.7005555555555556,0.7061111111111111,0.715,0.7205555555555555,0.7261111111111112,0.7205555555555555,0.7272222222222222
